AccessionVersion	TaxSuperkingdom	TaxPhylum	TaxClass	TaxOrder	TaxFamily	TaxGenus	TaxSpecies	Topology	MOB_60	MPF	PFinder_80	CARD_80	Filtered	Size	PTU_Curated	HRange_Curated	CComp	BlockCC_old	BlockCC4_old	sHSBM_old	PTU_sHSBM_old	BlockCC	BlockCC4	sHSBM	PTU_sHSBM	HRange
NC_021912.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	41508	PTU-Lab26	I	6	1_5_0_4_4_6_2_18_34_100_348_0	1_5_0_4_4_6_2_18_34_100_348_0	1_5_0_4_4_6_2_18_34_100_348_0	PTU-Lab26	0_5_1_6_5_25_42_106_390_0	0_5_1_6_5_25_42_106_390_0	0_5_1_6_5_25_42_106_390_0	PTU-Lab26	I
NC_021515.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	7240	-	-	6	1_5_0_4_4_6_2_18_18_114_159_1	-	-	-	0_5_1_6_5_25_42_21_359_2	-	-	-	-
NC_021525.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	8636	PTU-Lab23	III	6	1_5_0_4_4_6_2_18_18_114_341_0	1_5_0_4_4_6_2_18_18_114_341_0	1_5_0_4_4_6_2_18_18_114_341_0	PTU-Lab23	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	PTU-Lab23	III
NC_021516.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	27282	PTU-Lab22	II	6	1_5_0_4_4_6_2_18_34_148_445_0	1_5_0_4_4_6_2_18_34_148_445_0	1_5_0_4_4_6_2_18_34_148_445_0	PTU-Lab22	0_5_1_6_5_25_42_106_288_0	0_5_1_6_5_25_42_106_288_0	0_5_1_6_5_25_42_106_288_0	PTU-Lab22	III
NC_021526.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	37097	-	-	6	1_5_0_4_4_6_2_18_34_100_33_2	-	-	-	0_5_1_6_5_25_42_106_146_0	-	-	-	-
NC_021517.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	40147	-	-	6	1_5_0_4_4_6_2_18_18_114_159_2	-	-	-	0_5_1_6_5_25_42_32_780_1	-	-	-	-
NC_021518.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	50195	PTU-Lab26	I	6	1_5_0_4_4_6_2_18_34_100_348_0	1_5_0_4_4_6_2_18_34_100_348_0	1_5_0_4_4_6_2_18_34_100_348_0	PTU-Lab26	0_5_1_6_5_25_42_106_390_0	0_5_1_6_5_25_42_106_390_0	0_5_1_6_5_25_42_106_390_0	PTU-Lab26	I
NC_021527.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBP	-	-	-	No	51857	-	-	6	1_5_0_4_4_6_2_18_34_100_134_0	1_5_0_4_4_6_2_18_34_100_134_0	1_5_0_4_4_6_2_18_34_100_134_0	PTU-134_0	0_5_1_6_5_25_42_106_630_1	0_5_1_6_5_25_42_106_630_1	0_5_1_6_5_25_42_106_630_1	PTU-Lab42	IV
NC_021519.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBP	-	-	-	No	74078	-	-	6	1_5_0_4_4_6_2_18_34_100_134_0	1_5_0_4_4_6_2_18_34_100_134_0	1_5_0_4_4_6_2_18_34_100_134_0	PTU-134_0	0_5_1_6_5_25_42_106_630_1	0_5_1_6_5_25_42_106_630_1	0_5_1_6_5_25_42_106_630_1	PTU-Lab42	IV
NC_021528.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	13341	-	-	1151	-	-	-	-	0_4_5_9_15_15_10_71_708_7	-	-	-	-
NC_021520.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	6464	-	-	6	1_5_0_4_4_6_2_18_34_148_476_0	-	-	-	0_5_1_6_5_25_42_21_339_3	0_5_1_6_5_25_42_21_339_3	0_5_1_6_5_25_42_21_339_3	PTU-Lab52	I
NZ_LT821324.1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia suis	linear	-	-	-	-	No	7494	PTU-Cla2	II	71	1_5_6_3_10_5_6_35_30_141_352_0	-	-	-	0_4_5_3_10_2_41_185_116_0	-	-	-	-
NZ_CP020346.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	circular	-	-	-	-	No	325255	-	-	1152	-	-	-	-	0_5_1_11_11_23_4_24_172_11	-	-	-	-
NC_022243.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	circular	MOBP	-	-	-	No	4153	PTU-Nei1	I	64	1_5_0_4_4_9_28_14_76_121_124_1	1_5_0_4_4_9_28_14_76_121_124_1	1_5_0_4_4_9_28_14_76_121_124_1	PTU-Nei1	0_4_5_3_16_14_15_60_472_0	0_4_5_3_16_14_15_60_472_0	0_4_5_3_16_14_15_60_472_0	PTU-Nei1	I
NC_023057.1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	circular	-	-	-	-	No	7501	PTU-Cla2	II	71	1_5_6_3_10_5_6_35_30_141_91_0	1_5_6_3_10_5_6_35_30_141_91_0	1_5_6_3_10_5_6_35_30_141_91_0	PTU-Cla2	0_4_5_3_10_2_41_185_115_0	0_4_5_3_10_2_41_185_115_0	0_4_5_3_10_2_41_185_115_0	PTU-Cla2	II
NZ_CP007015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	circular	MOBP	-	-	-	No	53629	-	-	1153	-	-	-	-	0_4_6_5_14_26_40_91_39_9	-	-	-	-
NZ_CP006743.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	-	-	-	-	No	181793	PTU-Bac37	II	338	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	PTU-Bac37	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	PTU-Bac37	II
NZ_CP006744.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	MOBP	-	rep3	-	No	94758	PTU-Bac8	II	339	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	PTU-Bac8	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	PTU-Bac8	II
NC_017194.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	circular	MOBV	-	Col(SD853)	-	No	5838	PTU-Bac5	II	337	1_0_5_9_7_10_24_20_69_107_233_0	1_0_5_9_7_10_24_20_69_107_233_0	1_0_5_9_7_10_24_20_69_107_233_0	PTU-Bac5	0_4_5_9_15_12_9_124_586_0	0_4_5_9_15_12_9_124_586_0	0_4_5_9_15_12_9_124_586_0	PTU-Bac5	I
NZ_CP006031.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	circular	MOBP	-	repUS15	-	No	44086	PTU-Lab18	II	1	1_5_6_10_3_16_25_27_85_137_336_0	1_5_6_10_3_16_25_27_85_137_336_0	1_5_6_10_3_16_25_27_85_137_336_0	PTU-Lab18	0_4_5_9_15_12_43_186_163_0	0_4_5_9_15_12_43_186_163_0	0_4_5_9_15_12_43_186_163_0	PTU-Lab18	I
NZ_HG813243.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	MOBV	-	rep7	tet(K)	No	4439	PTU-Bac21	II	1	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	PTU-Bac21	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	PTU-Bac21	II
NZ_HG813244.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	MOBV	-	rep5	-	No	11152	-	-	1154	-	-	-	-	0_4_6_5_17_9_2_41_22_5	-	-	-	-
NZ_HG813245.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	MOBP	-	-	-	No	33094	-	-	1155	-	-	-	-	0_5_1_6_0_30_3_130_746_4	-	-	-	-
NZ_HG813246.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	-	-	rep16;rep5;rep5	-	No	58811	-	-	1156	-	-	-	-	0_5_1_11_2_20_37_103_278_2	-	-	-	-
NZ_CP008847.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	-	-	-	-	No	181894	PTU-Bac37	II	338	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	PTU-Bac37	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	PTU-Bac37	II
NZ_CP008848.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	MOBP	-	rep3	-	No	94732	PTU-Bac8	II	339	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	PTU-Bac8	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	PTU-Bac8	II
NZ_CP008814.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	circular	MOBC	-	rep9	-	No	41610	-	-	1157	-	-	-	-	0_5_1_11_11_23_6_49_355_6	-	-	-	-
NZ_CP008815.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	circular	MOBP	typeFATA	repUS11	-	No	66548	-	-	1158	-	-	-	-	0_4_5_3_10_16_60_8_632_7	-	-	-	-
NZ_CP008824.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBF;MOBH	-	IncA/C2;IncN	AAC(3)-Ia;AAC(6')-Ib7;AAC(6')-Ib7;AAC(6')-Ib7;AAC(6')-Ib7;ANT(2'')-Ia;FOX-5;KPC-1;QnrA1;SHV-5;dfrA14;mphE;msrE;qacEdelta1;qacEdelta1;qacEdelta1;sul1;sul1;sul1;sul1	No	319976	-	-	1	1_0_5_5_6_20_16_25_1_69_482_0	-	-	-	0_4_6_5_14_1_51_164_616_0	-	-	-	-
NZ_CP008825.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBH	-	IncHI2;IncHI2A;RepA	AAC(6')-Ib7;ANT(2'')-Ia;APH(3')-Ia;KPC-3;MCR-9;TEM-181;catB3;qacEdelta1;sul1	No	282439	PTU-HI2	-	1	1_0_5_9_11_21_29_29_75_91_422_0	1_0_5_9_11_21_29_29_75_91_422_0	1_0_5_9_11_21_29_29_75_91_422_0	PTU-HI2	0_4_6_5_7_10_65_34_38_0	-	-	-	-
NZ_CP008826.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBC	-	repA	KPC-3;TEM-181	No	47290	PTU-E8	IV	1	1_0_5_5_6_17_11_47_3_33_357_0	1_0_5_5_6_17_11_47_3_33_357_0	1_0_5_5_6_17_11_47_3_33_357_0	PTU-E8	0_4_6_5_7_10_24_20_750_0	0_4_6_5_7_10_24_20_750_0	0_4_6_5_7_10_24_20_750_0	PTU-E8	IV
NZ_CP007702.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	MOBP	-	rep3	-	No	95214	PTU-Bac8	II	339	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	PTU-Bac8	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	PTU-Bac8	II
NZ_CP007703.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	-	-	-	-	No	183088	PTU-Bac37	II	338	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	PTU-Bac37	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	PTU-Bac37	II
NZ_CP007664.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	MOBP	-	rep3	-	No	94889	PTU-Bac8	II	339	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	PTU-Bac8	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	PTU-Bac8	II
NZ_CP007665.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	-	-	-	-	No	181831	PTU-Bac37	II	338	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	1_5_6_10_3_16_25_41_72_29_209_0	PTU-Bac37	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	0_4_5_3_10_2_41_115_282_0	PTU-Bac37	II
NZ_CP009047.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	-	-	rep20	-	No	37688	-	-	1132	-	-	-	-	0_5_1_11_11_23_30_187_70_2	-	-	-	-
NZ_CP007617.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	circular	MOBP	-	rep3	-	No	94756	PTU-Bac8	II	339	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	1_0_5_9_7_10_24_20_69_81_210_0	PTU-Bac8	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	0_4_5_3_10_2_52_141_283_0	PTU-Bac8	II
NZ_CP007636.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	circular	MOBH	-	IncA/C2	AAC(3)-IIe;AAC(6')-Ib7;APH(3'')-Ib;APH(6)-Id;CMY-59;CTX-M-2;TEM-181;aadA16;arr-3;dfrA27;floR;mphA;qacEdelta1;qacEdelta1;sul1;sul1;sul2;tet(A)	No	167267	PTU-C	V	1	1_0_5_9_11_2_30_21_41_173_38_0	1_0_5_9_11_2_30_21_41_173_38_0	1_0_5_9_11_2_30_21_41_173_345_0	PTU-C	0_4_6_5_14_7_26_149_47_0	0_4_6_5_14_7_26_149_47_0	0_4_6_5_14_7_26_149_47_0	PTU-C	V
NZ_CP009851.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBC	typeT	-	-	No	51254	PTU-E50	-	1	1_0_5_9_11_21_29_29_64_60_529_0	1_0_5_9_11_21_29_29_64_60_529_0	1_0_5_9_11_21_29_29_64_60_529_0	PTU-E50	0_4_6_5_14_26_64_57_93_0	0_4_6_5_14_26_64_57_93_0	0_4_6_5_14_26_64_57_93_0	PTU-E50	IV
NZ_CP009852.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBP	-	IncL/M(pOXA-48)	AAC(6')-Ib7;ANT(2'')-Ia;QnrB5;SHV-66;TEM-181;catI	No	77248	PTU-L/M	IV	1	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	PTU-L/M	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	PTU-L/M	IV
NZ_CP009853.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	circular	MOBF	typeT	IncN	AAC(6')-Ib7;KPC-1;dfrA14	No	56557	PTU-N1	-	1	1_0_5_5_6_17_11_47_55_0_87_0	1_0_5_5_6_17_11_47_55_0_87_0	1_0_5_5_6_17_11_47_55_0_87_0	PTU-N1	0_4_6_5_7_10_65_86_107_0	0_4_6_5_7_10_65_86_107_0	0_4_6_5_7_10_65_2_134_0	PTU-N1	IV
NZ_CP006909.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	circular	-	-	-	-	No	275986	-	-	827	1_0_5_9_7_3_9_37_80_111_273_0	1_0_5_9_7_3_9_37_80_111_273_0	1_0_5_9_7_3_9_37_80_111_273_0	PTU-273_0	0_5_1_11_2_27_19_72_461_0	0_5_1_11_2_27_19_72_461_0	0_5_1_11_2_27_19_72_461_0	PTU-Clo2	I
NZ_CP009154.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	circular	MOBP	typeT	-	-	No	47098	-	-	1159	-	-	-	-	0_4_5_9_15_15_66_174_166_5	-	-	-	-
NZ_CP009155.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	circular	MOBH	-	-	-	No	271168	-	-	1160	-	-	-	-	0_5_1_11_11_13_48_26_294_5	-	-	-	-
NZ_CP006904.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	circular	-	-	-	-	No	40142	-	-	1161	-	-	-	-	0_5_1_11_2_20_1_67_481_5	-	-	-	-
NZ_CP006901.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	circular	-	-	-	-	No	257337	-	-	827	1_0_5_9_7_3_9_37_80_111_273_0	1_0_5_9_7_3_9_37_80_111_273_0	1_0_5_9_7_3_9_37_80_111_273_0	PTU-273_0	0_5_1_11_2_27_19_72_461_0	0_5_1_11_2_27_19_72_461_0	0_5_1_11_2_27_19_72_461_0	PTU-Clo2	I
NC_021233.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	45418	-	-	6	1_5_0_4_4_6_2_18_34_98_547_0	1_5_0_4_4_6_2_18_34_98_547_0	1_5_0_4_4_6_2_18_34_98_547_0	PTU-547_0	0_5_1_6_5_25_42_106_349_3	0_5_1_6_5_25_42_106_349_3	0_5_1_6_5_25_42_106_349_3	PTU-Lab44	II
NC_021225.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	49018	-	-	6	1_5_0_4_4_6_2_18_34_148_60_2	-	-	-	0_5_1_6_5_25_42_106_146_1	-	-	-	-
NC_021226.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	39468	-	-	1162	-	-	-	-	0_4_5_3_10_16_18_59_751_2	-	-	-	-
NC_021234.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBQ	-	-	-	No	37042	-	-	6	1_5_0_4_4_6_2_18_34_148_476_1	1_5_0_4_4_6_2_18_34_148_476_1	1_5_0_4_4_6_2_18_34_148_476_1	PTU-476_1	0_5_1_6_5_25_42_106_349_3	0_5_1_6_5_25_42_106_349_3	0_5_1_6_5_25_42_106_349_3	PTU-Lab44	II
NC_021227.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBP	-	-	-	No	16105	PTU-Lab23	III	6	1_5_0_4_4_6_2_18_18_114_159_3	1_5_0_4_4_6_2_18_18_114_159_3	1_5_0_4_4_6_2_18_18_114_159_3	PTU-Lab23_1	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	PTU-Lab23	III
NC_021228.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	8686	PTU-Lab23	III	6	1_5_0_4_4_6_2_18_18_114_341_0	1_5_0_4_4_6_2_18_18_114_341_0	1_5_0_4_4_6_2_18_18_114_341_0	PTU-Lab23	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	0_5_1_6_5_25_42_21_485_0	PTU-Lab23	III
NZ_CP010527.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	-	-	-	-	No	15174	-	-	6	1_5_0_4_4_6_2_18_37_86_15_0	1_5_0_4_4_6_2_18_37_86_15_0	1_5_0_4_4_6_2_18_37_86_15_0	PTU-15_0	0_5_1_6_5_25_8_63_189_0	0_5_1_6_5_25_8_63_189_0	0_5_1_6_5_25_8_63_189_0	PTU-Lab41	II
NZ_CP010378.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	circular	MOBF	-	IncN3	AAC(6')-Ib7;QnrB20;dfrB3;qacEdelta1;qacEdelta1;sul1;sul1	No	59134	PTU-N2/3	III	1	1_0_5_9_11_2_27_33_6_155_463_0	1_0_5_9_11_2_27_33_6_155_463_0	1_0_5_9_11_2_27_33_6_155_463_0	PTU-N2/3	0_4_6_5_17_21_17_76_344_0	0_4_6_5_17_21_17_76_344_0	0_4_6_5_17_21_17_76_344_0	PTU-N2/3	III
NZ_CP010379.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	circular	MOBC	-	repA	KPC-1;TEM-181	No	43621	PTU-E8	IV	1	1_0_5_5_6_17_11_47_3_33_357_0	1_0_5_5_6_17_11_47_3_33_357_0	1_0_5_5_6_17_11_47_3_33_357_0	PTU-E8	0_4_6_5_7_10_24_20_750_0	0_4_6_5_7_10_24_20_750_0	0_4_6_5_7_10_24_20_750_0	PTU-E8	IV
NZ_CP010380.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	circular	MOBH;MOBP;MOBP	-	IncHI1A(CIT);IncHI1B(CIT)	-	No	328905	-	IV	1	1_0_5_9_11_21_29_8_46_28_167_0	1_0_5_9_11_21_29_8_46_28_167_0	1_0_5_9_11_21_29_8_46_28_167_0	PTU-HI1A	0_4_6_5_14_26_64_57_254_0	0_4_6_5_14_26_64_57_254_0	0_4_6_5_14_26_64_57_254_0	PTU-HI1A	IV
NZ_CP009366.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	circular	-	-	IncFII(pYVa12790)	-	No	66663	PTU-E2	II	1	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	PTU-E2	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	PTU-E2	II
NZ_CP009713.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	-	-	IncFII(Y)	-	No	71507	PTU-E2	II	1	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	PTU-E2	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	PTU-E2	II
NZ_CP009714.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	MOBF	-	IncFIB(pHCM2);IncFII(Yp)	-	No	136983	PTU-FY	IV	1	1_0_5_9_7_10_24_22_22_90_323_0	1_0_5_9_7_10_24_22_22_90_323_0	1_0_5_9_7_10_24_22_22_90_323_0	PTU-FY	0_4_6_5_17_9_16_36_35_0	0_4_6_5_17_9_16_36_35_0	0_4_6_5_17_9_16_36_35_0	PTU-FY	I
NZ_CP009934.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	-	-	IncFIB(pHCM2)	-	No	95352	PTU-FY	IV	1	1_0_5_9_7_10_24_22_22_90_323_0	1_0_5_9_7_10_24_22_22_90_323_0	1_0_5_9_7_10_24_22_22_90_323_0	PTU-FY	0_4_6_5_17_9_16_36_35_0	0_4_6_5_17_9_16_36_35_0	0_4_6_5_17_9_16_36_35_0	PTU-FY	I
NZ_CP009936.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	-	-	ColRNAI	-	No	9282	PTU-E6	I	1	1_0_5_9_7_10_24_22_22_108_121_0	1_0_5_9_7_10_24_22_22_108_121_0	1_0_5_9_7_10_24_22_22_108_121_0	PTU-E6	0_4_6_5_17_9_16_36_40_0	0_4_6_5_17_9_16_36_40_0	0_4_6_5_17_9_16_36_40_0	PTU-E6	I
NZ_CP009937.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	-	-	IncFII(Y)	-	No	68190	PTU-E2	II	1	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	1_0_5_9_7_10_24_22_22_108_32_0	PTU-E2	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	0_4_6_5_17_9_16_165_160_0	PTU-E2	II
